"predicate_id","mechanism_id","predicate_ordinal_within_mechanism","mechanism_predicate_count","source_clause_id","mechanism_family","jurisdiction_scope","normalized_mechanism","negative_condition","independent_condition_summary","predicate_class","predicate_expression","required_state","failure_state","resolution_policy","status","review_status"
"US-CP-000544","US-CM-000276","1","2","US-AM-ATOM-000058","F5","UNITED-STATES/INSURRECTION-DEBT/PAYMENT-PROHIBITION","The Constitution establishes this prohibition, right-protection, or negative constraint: But neither the United States nor any State shall assume or pay any debt or obligation incurred in aid of insurrection or rebellion against the United States","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","United States-or-State actor; debt/obligation incurred in aid of insurrection or rebellion may not be assumed or paid","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000545","US-CM-000276","2","2","US-AM-ATOM-000058","F5","UNITED-STATES/INSURRECTION-DEBT/PAYMENT-PROHIBITION","The Constitution establishes this prohibition, right-protection, or negative constraint: But neither the United States nor any State shall assume or pay any debt or obligation incurred in aid of insurrection or rebellion against the United States","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","United States-or-State actor; debt/obligation incurred in aid of insurrection or rebellion may not be assumed or paid","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000546","US-CM-000277","1","2","US-AM-ATOM-000059","F5","UNITED-STATES/SLAVE-LOSS-CLAIMS/INVALIDITY","The Constitution establishes this prohibition, right-protection, or negative constraint: or any claim for the loss or emancipation of any slave; but all such debts, obligations and claims shall be held illegal and void.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","covered loss/emancipation claim; debts/obligations/claims held illegal and void","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000547","US-CM-000277","2","2","US-AM-ATOM-000059","F5","UNITED-STATES/SLAVE-LOSS-CLAIMS/INVALIDITY","The Constitution establishes this prohibition, right-protection, or negative constraint: or any claim for the loss or emancipation of any slave; but all such debts, obligations and claims shall be held illegal and void.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","covered loss/emancipation claim; debts/obligations/claims held illegal and void","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000548","US-CM-000278","1","2","US-AM-ATOM-000060","F3","UNITED-STATES/CONGRESS/AMENDMENT-14/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce, by appropriate legislation, the provisions of this article.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congressional enforcement authority; appropriate-legislation limitation","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000549","US-CM-000278","2","2","US-AM-ATOM-000060","F3","UNITED-STATES/CONGRESS/AMENDMENT-14/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce, by appropriate legislation, the provisions of this article.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congressional enforcement authority; appropriate-legislation limitation","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000550","US-CM-000279","1","3","US-AM-ATOM-000061","F5","UNITED-STATES/VOTING/RACE-COLOR-SERVITUDE","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States to vote shall not be denied or abridged by the United States or by any State on account of race, color, or previous condition of servitude--","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","citizen voting right; United States-or-State actor; race/color/previous-servitude prohibited basis","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000551","US-CM-000279","2","3","US-AM-ATOM-000061","F5","UNITED-STATES/VOTING/RACE-COLOR-SERVITUDE","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States to vote shall not be denied or abridged by the United States or by any State on account of race, color, or previous condition of servitude--","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","citizen voting right; United States-or-State actor; race/color/previous-servitude prohibited basis","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000552","US-CM-000279","3","3","US-AM-ATOM-000061","F5","UNITED-STATES/VOTING/RACE-COLOR-SERVITUDE","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States to vote shall not be denied or abridged by the United States or by any State on account of race, color, or previous condition of servitude--","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","citizen voting right; United States-or-State actor; race/color/previous-servitude prohibited basis","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000553","US-CM-000280","1","2","US-AM-ATOM-000062","F3","UNITED-STATES/CONGRESS/AMENDMENT-15/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congressional enforcement authority; appropriate-legislation limitation","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000554","US-CM-000280","2","2","US-AM-ATOM-000062","F3","UNITED-STATES/CONGRESS/AMENDMENT-15/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congressional enforcement authority; appropriate-legislation limitation","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000555","US-CM-000281","1","4","US-AM-ATOM-000063","F3","UNITED-STATES/CONGRESS/INCOME-TAX","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to lay and collect taxes on incomes, from whatever source derived, without apportionment among the several States, and without regard to any census or enumeration.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","income-tax authority; income from whatever source; no apportionment requirement; no census/enumeration condition","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000556","US-CM-000281","2","4","US-AM-ATOM-000063","F3","UNITED-STATES/CONGRESS/INCOME-TAX","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to lay and collect taxes on incomes, from whatever source derived, without apportionment among the several States, and without regard to any census or enumeration.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","income-tax authority; income from whatever source; no apportionment requirement; no census/enumeration condition","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
